y_socm_A1_par_p_y:z,y_socm_A1_par_p_y:x,y_socm_A1_par_p_z:x,y_socm_A1_par_d_xy:yz,y_socm_A1_par_d_xy:xz,y_socm_A1_par_d_xy:x2-y2,y_socm_A1_par_d_yz:z2-r2,y_socm_A1_par_d_yz:xz,y_socm_A1_par_d_yz:x2-y2,y_socm_A1_par_d_z2-r2:xz,y_socm_A1_par_d_xz:x2-y2,y_socm_A1_perp_p_y:z,y_socm_A1_perp_p_y:x,y_socm_A1_perp_p_z:x,y_socm_A1_perp_d_xy:yz,y_socm_A1_perp_d_xy:xz,y_socm_A1_perp_d_xy:x2-y2,y_socm_A1_perp_d_yz:z2-r2,y_socm_A1_perp_d_yz:xz,y_socm_A1_perp_d_yz:x2-y2,y_socm_A1_perp_d_z2-r2:xz,y_socm_A1_perp_d_xz:x2-y2,y_socm_A2_par_p_y:z,y_socm_A2_par_p_y:x,y_socm_A2_par_p_z:x,y_socm_A2_par_d_xy:yz,y_socm_A2_par_d_xy:xz,y_socm_A2_par_d_xy:x2-y2,y_socm_A2_par_d_yz:z2-r2,y_socm_A2_par_d_yz:xz,y_socm_A2_par_d_yz:x2-y2,y_socm_A2_par_d_z2-r2:xz,y_socm_A2_par_d_xz:x2-y2,y_socm_A2_perp_p_y:z,y_socm_A2_perp_p_y:x,y_socm_A2_perp_p_z:x,y_socm_A2_perp_d_xy:yz,y_socm_A2_perp_d_xy:xz,y_socm_A2_perp_d_xy:x2-y2,y_socm_A2_perp_d_yz:z2-r2,y_socm_A2_perp_d_yz:xz,y_socm_A2_perp_d_yz:x2-y2,y_socm_A2_perp_d_z2-r2:xz,y_socm_A2_perp_d_xz:x2-y2
-0.0246689,-0.0081955,-0.0242884,-0.023238,-0.0171687,-0.0640136,-0.0520332,-0.0365859,-0.0195279,-0.0538987,-0.0242401,-0.0235902,-0.0070576,-0.0238829,-0.015446,-0.0147332,-0.0566252,-0.0562156,-0.0169525,-0.0157823,-0.0558626,-0.016194,-0.005954,-0.0046935,-0.0060166,-0.0225448,-0.0294788,-0.1299709,-0.0574069,-0.038904,-0.0233708,-0.0619547,-0.0186645,-0.0052605,-0.0034406,-0.0052328,-0.0324956,-0.0302151,-0.1069086,-0.0662684,-0.0125093,-0.0329435,-0.0560264,-0.0312841
-0.0015399,-0.0006985,-0.0015609,-0.0024481,-0.0013319,-0.0068014,-0.0027172,-0.0059434,-0.0012901,-0.0058358,-0.0017368,-0.0013639,-0.0003214,-0.0014048,-0.0008093,-0.0008313,-0.0061168,-4.52e-05,-0.0008869,-0.0006261,-0.0004413,-0.0008889,-0.0062464,-0.0045366,-0.0060558,-0.0166697,-0.0284644,-0.1166764,-0.0642487,-0.0342997,-0.0250918,-0.0571912,-0.0285514,-0.0061717,-0.0039036,-0.006085,-0.0280627,-0.0269751,-0.1394451,-0.078047,-0.0110319,-0.0273363,-0.076078,-0.0270836
-0.0022597,-0.0005408,-0.0029545,-0.0012302,-0.0021498,-0.0067126,-0.0044449,-0.0090891,-0.000917,0.0066916,-0.0016669,-0.0024786,-0.0007727,-0.0031277,-0.0015045,-0.0013185,-0.0088709,0.0029934,-0.0065993,-0.001671,0.0058559,-0.0018319,-0.0054131,-0.0039696,-0.0056344,-0.0422161,-0.0415808,-0.1516221,-0.08802,-0.0473061,-0.0375371,-0.10819,-0.0267011,-0.0057534,-0.0035901,-0.0056657,-0.0265686,-0.0249836,-0.2431923,-0.0924529,-0.0424218,-0.0258269,-0.1057009,-0.0253757
-0.0011601,-0.0010461,-0.0017993,-0.0012527,0.0002561,-0.0066145,0.001479,-0.0056124,-0.001128,-0.0087406,-0.0030064,-0.0009988,-0.0003831,-0.0012359,-0.0007462,-0.0002522,-0.0068749,0.0010742,-0.0016463,-0.000714,0.0007057,-0.0003401,-0.0075409,-0.0052292,-0.0071674,-0.0297055,-0.0350549,-0.1124362,-0.0774673,-0.0347072,-0.0255534,-0.0386099,-0.0094175,-0.0073783,-0.0047708,-0.0073326,-0.0264047,-0.0301197,-0.152248,-0.0801896,-0.0130761,-0.0264329,-0.0783273,-0.0301881
-0.0229998,-0.0125194,-0.0238186,-0.0280986,-0.0297158,-0.0691824,-0.0300845,-0.0607297,-0.022828,-0.0208992,-0.022454,-0.0238724,-0.0126228,-0.0239872,-0.0261809,-0.0262603,-0.0712257,-0.0456467,-0.0497073,-0.0249873,-0.0421249,-0.0255581,-0.0086023,-0.0080086,-0.0084768,-0.0332791,-0.0300921,-0.1738026,-0.096037,-0.0522761,-0.0275398,-0.1013487,-0.0289282,-0.0072324,-0.0066541,-0.0070999,-0.0313687,-0.0316754,-0.232246,-0.0683506,-0.0401956,-0.0306909,-0.0731923,-0.0309589
-0.0018823,-0.0006393,-0.0017294,-0.0015391,-0.0020859,-0.0078317,9.96e-05,-0.005331,-0.0004864,-0.0024239,-0.0004701,-0.0020491,-0.0005737,-0.0019401,-0.0010464,-0.0015823,-0.0093845,0.0006881,-0.0010977,-0.0012134,-0.0013244,-0.0010617,-0.0051958,-0.0033248,-0.005167,-0.0391915,-0.0362537,-0.1554737,-0.1047233,-0.042318,-0.0351996,-0.1032979,-0.0427168,-0.0051798,-0.0029632,-0.0051272,-0.0322748,-0.0280546,-0.2216839,-0.0918726,-0.0542341,-0.0269315,-0.0896924,-0.0343782
-0.0216391,-0.0100064,-0.0225337,-0.0178946,-0.0227747,-0.0613282,-0.0543758,-0.0372533,-0.0202289,-0.0445683,-0.016785,-0.0208396,-0.0084744,-0.0216826,-0.0146254,-0.0142724,-0.0588141,-0.0498254,-0.021349,-0.0158163,-0.0525346,-0.0146282,-0.0077378,-0.0065464,-0.007691,-0.0215106,-0.0186879,-0.1184769,-0.0494565,-0.0409644,-0.0234876,-0.0565584,-0.0268282,-0.0065823,-0.0050289,-0.0064056,-0.0276097,-0.0329527,-0.1416089,-0.057213,-0.0185705,-0.0273252,-0.0589288,-0.0337475
-0.0275766,-0.0161296,-0.0253337,-0.0229479,-0.0203055,-0.0656992,-0.0343335,-0.0458074,-0.020671,-0.0396249,-0.0212737,-0.0274824,-0.016632,-0.0255047,-0.0204638,-0.0210337,-0.0674819,-0.0408688,-0.0354137,-0.021289,-0.0501353,-0.0192731,-0.007068,-0.0061956,-0.0069113,-0.0390613,-0.0373625,-0.1668654,-0.0806994,-0.0509215,-0.0309464,-0.0855277,-0.0409367,-0.0066654,-0.00567,-0.0065684,-0.0278951,-0.0308985,-0.2211015,-0.0728793,-0.0545841,-0.0288382,-0.0787939,-0.0320333
-0.0258075,-0.0108105,-0.0270299,-0.0212439,-0.0187627,-0.0704074,-0.048658,-0.0389951,-0.0167479,-0.040186,-0.0216781,-0.0252492,-0.0093812,-0.0267126,-0.0184319,-0.0169021,-0.0741462,-0.0512694,-0.0167108,-0.0166092,-0.0462701,-0.0188485,-0.0062124,-0.004549,-0.0060252,-0.0358653,-0.0308321,-0.1669468,-0.0887736,-0.0445389,-0.0384879,-0.0849918,-0.0285501,-0.0057706,-0.0034309,-0.0056116,-0.0262073,-0.0273711,-0.2160133,-0.0760914,-0.0430605,-0.0295404,-0.0769199,-0.0230761
-0.0265447,-0.018896,-0.0272293,-0.019461,-0.0172545,-0.0735381,-0.0514514,-0.0350859,-0.0180687,-0.0587322,-0.0255809,-0.0276813,-0.0201885,-0.0291772,-0.0189145,-0.0189181,-0.0625943,-0.0440796,-0.0425215,-0.0170426,-0.0465218,-0.0178186,-0.0099867,-0.0087204,-0.0101579,-0.0242054,-0.0307305,-0.1348905,-0.0614488,-0.0323019,-0.0258907,-0.0591488,-0.013074,-0.0090992,-0.0095884,-0.0091788,-0.0374637,-0.037546,-0.1563564,-0.0735464,-0.0286526,-0.0382079,-0.0729331,-0.0395955
-0.0290694,-0.0108056,-0.0289786,-0.0208846,-0.0188095,-0.0644626,-0.044757,-0.0468507,-0.0207444,-0.038927,-0.0247205,-0.0282332,-0.0089911,-0.0287699,-0.0184194,-0.018893,-0.071102,-0.0451295,-0.0191457,-0.0178637,-0.0456161,-0.0187084,-0.0057032,-0.0049675,-0.0058681,-0.0362595,-0.0354419,-0.1788937,-0.0609612,-0.058768,-0.0346957,-0.0861975,-0.0290592,-0.0052656,-0.0032502,-0.0052569,-0.0262379,-0.025523,-0.2363823,-0.0782237,-0.0162725,-0.0242156,-0.0782194,-0.0246839
-0.0267329,-0.0126812,-0.0264737,-0.0146734,-0.0211269,-0.063496,-0.0526414,-0.0386406,-0.0230569,-0.0376568,-0.0158355,-0.0253061,-0.0095759,-0.0257453,-0.0138199,-0.0140458,-0.0605983,-0.0458398,-0.0197991,-0.0137423,-0.0457006,-0.0137498,-0.0084346,-0.0077967,-0.0081892,-0.0260692,-0.0189615,-0.1186146,-0.0438449,-0.0422201,-0.0141475,-0.0620725,-0.0253762,-0.0070839,-0.0060055,-0.0070733,-0.0304453,-0.030527,-0.1446744,-0.059819,-0.0150131,-0.0299376,-0.0600695,-0.0307821
-0.0243316,-0.0098356,-0.0260457,-0.0209739,-0.0245311,-0.063386,-0.0385731,-0.0534525,-0.0211846,-0.042066,-0.0210916,-0.0253886,-0.0105332,-0.0266028,-0.0182975,-0.0225347,-0.0744913,-0.0403128,-0.0449974,-0.0201238,-0.0401978,-0.0211303,-0.0068491,-0.0062194,-0.0063971,-0.0323567,-0.032929,-0.1642434,-0.0841407,-0.0619032,-0.0347075,-0.0621484,-0.0303183,-0.0063842,-0.0054696,-0.0061793,-0.0295333,-0.0288191,-0.2142052,-0.0691411,-0.0540949,-0.0299725,-0.0710848,-0.0308363
-0.0018902,-0.000471,-0.0015939,-0.0012804,-0.001524,-0.0069126,-0.0001461,-0.0084922,-0.0014751,0.0001634,-0.0025798,-0.001946,-0.0003645,-0.001875,-0.0017134,-0.0014867,-0.0093582,0.0033353,-0.0021312,-0.0016314,0.0035033,-0.0013954,-0.0052208,-0.0036389,-0.0051542,-0.0399107,-0.0327971,-0.152965,-0.0819264,-0.045577,-0.0380468,-0.1070963,-0.036268,-0.0052684,-0.0029219,-0.0052503,-0.0222311,-0.0269438,-0.2342415,-0.0926333,-0.0229941,-0.0257266,-0.1032548,-0.0270456
-0.0015895,-0.0008622,-0.0012095,-0.0007618,-0.0023746,-0.0064764,-0.0084835,-0.0048303,-0.0017262,-0.0002705,-0.0005284,-0.0010486,-0.0003441,-0.0011512,-0.0007272,-0.0005591,-0.0061927,-0.0002129,-0.0014791,-0.0008983,-0.0005637,-0.0005141,-0.006063,-0.0042056,-0.0063039,-0.0283605,-0.0175958,-0.1104323,-0.0430855,-0.0326746,-0.02912,-0.0814886,-0.030004,-0.0062506,-0.003863,-0.0061612,-0.0263848,-0.0282892,-0.1529572,-0.0822113,-0.015055,-0.0262509,-0.0817084,-0.028609
-0.0020752,-0.0012794,-0.0022246,-6.82e-05,-0.0035211,-0.0068917,-0.0099872,-0.0049815,-0.0043876,-0.0003658,0.000302,-0.0024108,-0.0013351,-0.002175,0.0002797,-0.0004684,-0.0058554,0.0019187,-0.0064143,-5.1e-05,-4.1e-06,-0.0007228,-0.007292,-0.0055422,-0.0076208,-0.0277761,-0.0101929,-0.1380817,-0.0514568,-0.0249026,-0.0155368,-0.0845852,-0.037319,-0.0072151,-0.0057196,-0.0078425,-0.0333913,-0.0421648,-0.1404902,-0.0905959,-0.0254751,-0.034301,-0.0935179,-0.0359461
-0.0193165,-0.0079899,-0.0203817,-0.0188793,-0.0264154,-0.0596314,-0.0552372,-0.0358949,-0.0194,-0.0493441,-0.016244,-0.0188529,-0.0070419,-0.0197165,-0.0153767,-0.0155569,-0.0564668,-0.0533056,-0.0199334,-0.016631,-0.0567377,-0.0160527,-0.0064542,-0.0050191,-0.0063862,-0.0230391,-0.0142705,-0.1173121,-0.0572939,-0.0391864,-0.0303828,-0.0588148,-0.0298257,-0.0056482,-0.0038311,-0.005465,-0.0268218,-0.031873,-0.1412562,-0.0599763,-0.0165274,-0.0266928,-0.063022,-0.0324699
-0.0009832,-0.0008323,-0.0014899,-0.001836,0.0003328,-0.0074305,0.0006857,-0.0044589,-0.0009877,-0.0090616,-0.0031521,-0.0008967,-0.0002956,-0.0010026,-0.0003095,-0.0001767,-0.0057887,0.0002328,-0.0013992,-0.0007527,-0.0013587,-0.000418,-0.0068304,-0.0044005,-0.0062398,-0.0318304,-0.0352461,-0.1090816,-0.0807036,-0.0314177,-0.0246991,-0.045099,-0.0104201,-0.0067423,-0.0040629,-0.006527,-0.0250329,-0.0285665,-0.1454364,-0.0829493,-0.0145343,-0.0260476,-0.0829913,-0.0289877
-0.0013453,-0.0005481,-0.001588,-0.0012526,-0.0012814,-0.0076813,0.0021969,-0.006871,-0.0008687,0.0011428,-0.00093,-0.0017055,-0.0006507,-0.0017315,-0.0012934,-0.001351,-0.0100107,0.0011946,-0.0039019,-0.0015108,0.0009601,-0.0014734,-0.0054342,-0.0036158,-0.005437,-0.035365,-0.0443976,-0.1551473,-0.1171409,-0.0426639,-0.0390329,-0.1019802,-0.0349158,-0.005404,-0.0033567,-0.0054154,-0.0284008,-0.0275411,-0.2297998,-0.0911734,-0.0573187,-0.0273054,-0.0907891,-0.027596
-0.0190022,-0.0099923,-0.0190317,-0.016167,-0.0162644,-0.0614628,-0.0495896,-0.0349664,-0.0190827,-0.0498775,-0.0209366,-0.0181943,-0.0068813,-0.0182388,-0.0150846,-0.0152748,-0.0578266,-0.0500566,-0.0152737,-0.0150936,-0.0497828,-0.0147524,-0.0076417,-0.006209,-0.0076632,-0.0293814,-0.0232794,-0.1151308,-0.0569971,-0.0382426,-0.0219054,-0.054749,-0.0168315,-0.0066048,-0.0043625,-0.0066713,-0.0241873,-0.0238647,-0.1598961,-0.0599839,-0.0109399,-0.0243806,-0.0607549,-0.0235003
-0.0235619,-0.0087809,-0.0239383,-0.0244497,-0.0179932,-0.0733607,-0.0520522,-0.0335934,-0.0177476,-0.0460975,-0.0223463,-0.0228286,-0.0081029,-0.0228952,-0.0169865,-0.0155726,-0.0812016,-0.0596518,-0.0231467,-0.0150863,-0.0561093,-0.0175071,-0.0062857,-0.0044001,-0.0058926,-0.0421775,-0.0276182,-0.1946342,-0.0719135,-0.0431322,-0.0237475,-0.0521884,-0.0368074,-0.0067375,-0.0041754,-0.0066223,-0.0221284,-0.0189145,-0.2258872,-0.0813178,-0.0331974,-0.02017,-0.0736573,-0.0229304
-0.0015315,-0.0007523,-0.0016123,-0.0026894,-0.0012305,-0.0071259,-0.0008218,-0.0058276,-0.0012244,-0.0075528,-0.0018283,-0.0014411,-0.000415,-0.0012894,-0.0007848,-0.0005209,-0.0061856,1.91e-05,-0.0016894,-0.0009089,0.0001209,-0.0006911,-0.0062639,-0.0041781,-0.0060192,-0.0194278,-0.0307841,-0.1141273,-0.0751098,-0.0353013,-0.0261383,-0.0496357,-0.0306229,-0.0061543,-0.0037389,-0.0061646,-0.0285941,-0.0292158,-0.1421779,-0.0825287,-0.0135146,-0.0287429,-0.0813196,-0.0295537
-0.0210976,-0.0081643,-0.0213158,-0.0245743,-0.0298042,-0.0652201,-0.0451556,-0.052648,-0.0209361,-0.0499805,-0.0180719,-0.020322,-0.0059166,-0.0201557,-0.0190099,-0.0181487,-0.0788431,-0.0564012,-0.0154669,-0.0176369,-0.0554339,-0.0178556,-0.0062756,-0.0053372,-0.0060959,-0.0308919,-0.0288571,-0.1672813,-0.0746855,-0.0615524,-0.0351228,-0.0556081,-0.033394,-0.0055983,-0.0029383,-0.0056567,-0.0235985,-0.0237581,-0.2264087,-0.067656,-0.0157721,-0.0221373,-0.0703814,-0.0224583
-0.0012968,-0.0004711,-0.0018388,0.0002748,-0.0023084,-0.0085072,0.0040939,-0.0061855,-0.0006687,-0.0001103,-0.0006052,-0.0017005,-0.0008543,-0.0019624,0.0002734,-0.0013725,-0.0098852,0.000329,-0.0044542,-0.0015017,0.0006962,-0.0011247,-0.0059128,-0.0041067,-0.0058078,-0.0336035,-0.0366086,-0.1627006,-0.1240721,-0.0407248,-0.0351897,-0.1037704,-0.0333014,-0.0057556,-0.0037546,-0.0058799,-0.0345161,-0.028424,-0.2187626,-0.0920573,-0.0506844,-0.0242433,-0.1018682,-0.026955
-0.0016475,-0.0009567,-0.0015755,-0.0033797,0.0002165,-0.0080036,0.0013702,-0.0055262,-0.0010747,-0.0097537,-0.0036811,-0.0015909,-0.0009666,-0.0015574,-0.0001814,-0.0002442,-0.0064898,0.001171,-0.0038562,-0.0004574,0.0009809,-0.0004983,-0.0077369,-0.0053199,-0.0071848,-0.0210755,-0.0373316,-0.122349,-0.0808887,-0.0306657,-0.0292429,-0.0414239,-0.010547,-0.0074503,-0.0050961,-0.0074381,-0.0362224,-0.0374575,-0.1235709,-0.0839407,-0.0216461,-0.0374273,-0.083989,-0.0366799
-0.0017421,-0.0005045,-0.0013908,-0.0012621,-0.0014331,-0.0072765,0.0013155,-0.0082172,-0.0017476,0.0050718,-0.0017366,-0.0017656,-0.0009278,-0.0017698,-0.0017313,-0.001688,-0.0085106,0.0008523,-0.0112489,-0.0018089,0.001236,-0.0015199,-0.0052439,-0.0035492,-0.0053477,-0.0433623,-0.0334064,-0.1594619,-0.0884996,-0.0450636,-0.0383483,-0.1266751,-0.0377414,-0.0055366,-0.0037477,-0.0055649,-0.02861,-0.0269953,-0.227409,-0.09287,-0.0675188,-0.0239235,-0.0926533,-0.0240545
-0.0241972,-0.0155397,-0.0239185,-0.0193677,-0.0202323,-0.061365,-0.0474873,-0.0346365,-0.0196684,-0.0441452,-0.0167084,-0.0248958,-0.0159056,-0.0244558,-0.0165736,-0.0163457,-0.0611568,-0.0417504,-0.0321475,-0.0166144,-0.0399926,-0.0174175,-0.0084943,-0.0071772,-0.0083812,-0.0227683,-0.0205261,-0.122669,-0.0594976,-0.0329379,-0.0201333,-0.0628554,-0.027135,-0.0078508,-0.0073773,-0.0081271,-0.0351333,-0.0326975,-0.1563014,-0.0737451,-0.0245711,-0.0351763,-0.07364,-0.0328495
-0.0013515,-0.0008068,-0.0013056,-0.0019033,-0.0021119,-0.0063821,-0.0040072,-0.0058129,-0.0008767,-0.0045701,-0.0011017,-0.0010311,-0.0002333,-0.0009362,-0.0010028,-0.0007867,-0.0064173,0.0002982,-0.0009743,-0.0010493,0.0002456,-0.0007924,-0.0063461,-0.0041971,-0.0062523,-0.0223061,-0.0158847,-0.1101986,-0.0598664,-0.0368891,-0.0358682,-0.0575257,-0.0304557,-0.0063919,-0.0036944,-0.006334,-0.0249628,-0.0256573,-0.1617821,-0.0821927,-0.0099909,-0.0248061,-0.0814258,-0.0255471
-0.0226218,-0.0103244,-0.023107,-0.0164315,-0.0289369,-0.0736363,-0.0359109,-0.0370153,-0.0188166,-0.0532281,-0.0160441,-0.0226834,-0.0095633,-0.0229719,-0.0188303,-0.0225775,-0.0744994,-0.0456328,-0.0239491,-0.0189255,-0.0522632,-0.0204109,-0.0068168,-0.0052721,-0.0062564,-0.0303529,-0.0283073,-0.1780747,-0.0913021,-0.0450668,-0.0308248,-0.0842939,-0.0301031,-0.0061392,-0.004018,-0.005464,-0.036071,-0.0269998,-0.2060401,-0.0744552,-0.0402273,-0.0228241,-0.0692578,-0.0341588
-0.0239974,-0.0108821,-0.0238022,-0.0186929,-0.0279792,-0.0720417,-0.0394679,-0.0381524,-0.0179459,-0.0543271,-0.0151423,-0.0238944,-0.0100082,-0.0232738,-0.0163271,-0.0211757,-0.0735592,-0.0465033,-0.0222274,-0.0185744,-0.0552215,-0.0167687,-0.0062086,-0.0047364,-0.0061954,-0.0295987,-0.029859,-0.1716079,-0.0845486,-0.0470284,-0.0313065,-0.0844624,-0.0339416,-0.0057909,-0.0037634,-0.0059459,-0.0240448,-0.029782,-0.2161428,-0.0685084,-0.0410685,-0.0252808,-0.0870254,-0.0276583
-0.0021383,-0.0009654,-0.0018617,-0.000419,-0.0019576,-0.0074838,-0.0084008,-0.0060605,-0.0027364,0.0017654,-0.0009537,-0.001641,-0.0004321,-0.0016365,-0.000522,-0.0005728,-0.0062963,0.0003849,-0.0012437,-0.0005314,0.0003571,-0.0005316,-0.0068611,-0.005286,-0.0072353,-0.0320187,-0.022957,-0.1186767,-0.0428996,-0.0346493,-0.010105,-0.0760859,-0.0271222,-0.0070025,-0.0046473,-0.0069969,-0.0300031,-0.0293434,-0.128187,-0.0782807,-0.012164,-0.0300589,-0.0773887,-0.0293564
-0.0232921,-0.0124642,-0.0222707,-0.0240771,-0.0190731,-0.0632575,-0.0418,-0.0494965,-0.0210523,-0.0364894,-0.0230903,-0.0231982,-0.0126171,-0.0224603,-0.0204405,-0.0200997,-0.0656478,-0.0455389,-0.0338498,-0.02178,-0.0466966,-0.0201665,-0.0068457,-0.0064955,-0.007171,-0.0323282,-0.0329638,-0.180415,-0.0750183,-0.0510998,-0.0321738,-0.0777023,-0.0329508,-0.0063523,-0.0055143,-0.0067363,-0.0225741,-0.0292916,-0.2301738,-0.0686811,-0.0386287,-0.0305977,-0.0766898,-0.0241491
-0.0015636,-0.0005533,-0.0016466,-0.00278,-0.0004188,-0.0064809,-0.001197,-0.0045064,-0.0010331,-0.0093282,-0.0032023,-0.0014907,-0.0004867,-0.0017979,-0.0010436,-0.0007134,-0.0056751,-0.000662,-0.002461,-0.0009116,-0.0022308,-0.0006935,-0.0051894,-0.0032381,-0.0046789,-0.0207747,-0.0354052,-0.1188675,-0.073614,-0.0292745,-0.0299567,-0.0586877,-0.0171435,-0.0051561,-0.0031089,-0.0047734,-0.0298508,-0.034045,-0.1313366,-0.0813609,-0.0179805,-0.0294236,-0.0778042,-0.0345366
-0.0257984,-0.0101486,-0.0267239,-0.0196292,-0.0207803,-0.0621549,-0.0464765,-0.0504148,-0.0226663,-0.0434839,-0.0258902,-0.0261582,-0.0108536,-0.0281204,-0.0195516,-0.0222911,-0.071151,-0.0485027,-0.0479164,-0.0219775,-0.0336625,-0.0216554,-0.0061055,-0.0060247,-0.0058195,-0.0297178,-0.027289,-0.174035,-0.0613219,-0.0569235,-0.0337462,-0.0784983,-0.0312816,-0.0059847,-0.0058593,-0.0056235,-0.0290539,-0.027797,-0.2213609,-0.0621871,-0.0531284,-0.0278501,-0.0800076,-0.0304931
-0.0015734,-0.0007735,-0.0012716,-0.0002151,-0.0020829,-0.0067384,-0.0089202,-0.0040811,-0.0022865,-0.0013113,-0.0005372,-0.0010316,-0.0003365,-0.0011751,-0.0006108,-0.0005594,-0.0059181,9.86e-05,-0.0011237,-0.0007916,-0.0013756,-0.0004285,-0.0063755,-0.004562,-0.0065785,-0.0277376,-0.0239048,-0.114537,-0.0414771,-0.0316257,-0.0209949,-0.0837479,-0.0265014,-0.0066151,-0.0040823,-0.0063827,-0.0277356,-0.0286461,-0.1473556,-0.0811181,-0.0172234,-0.0261625,-0.0791505,-0.0306452
-0.0018398,-0.0007116,-0.0017337,-0.0010296,-0.0031128,-0.0072932,-0.0075309,-0.0058863,-0.0017547,-0.0004663,-0.0013031,-0.0015019,-0.0004425,-0.0016733,-0.0006987,-0.0004331,-0.0060975,-0.0007664,-0.0018024,-0.0008171,-0.0012335,-0.0006528,-0.0057236,-0.0040729,-0.005923,-0.0256468,-0.0105298,-0.116564,-0.0487653,-0.0319655,-0.0348602,-0.0822153,-0.0315505,-0.0057995,-0.0036721,-0.0057096,-0.0280693,-0.0303379,-0.1434143,-0.0833618,-0.0170224,-0.0285854,-0.0828918,-0.0302152
-0.023581,-0.0099021,-0.0225393,-0.0185584,-0.0281467,-0.071544,-0.0458978,-0.0410945,-0.0186243,-0.0588899,-0.0133149,-0.0233874,-0.0083378,-0.0213039,-0.0119604,-0.0190995,-0.0826064,-0.0569187,-0.0187919,-0.0186257,-0.0628076,-0.0128136,-0.0068643,-0.0052813,-0.0070089,-0.0257751,-0.0264408,-0.1678067,-0.0809132,-0.043301,-0.027689,-0.0810644,-0.0284447,-0.0065038,-0.0041305,-0.0073079,-0.0179379,-0.0240538,-0.2173041,-0.0615646,-0.0377317,-0.0221672,-0.0953968,-0.0203521
-0.0258876,-0.013626,-0.024748,-0.0225317,-0.0179776,-0.0655581,-0.0260572,-0.0594825,-0.0256387,-0.0298458,-0.0263653,-0.0258544,-0.0139935,-0.0254277,-0.0238525,-0.0200164,-0.0667848,-0.0432909,-0.0470127,-0.0235764,-0.0400435,-0.0238242,-0.0077631,-0.0079408,-0.0081,-0.0285729,-0.0335945,-0.1779466,-0.0882077,-0.0556486,-0.037126,-0.0949058,-0.0249959,-0.0066391,-0.0066347,-0.0071354,-0.0281233,-0.0286837,-0.2353987,-0.0719051,-0.0403615,-0.0350328,-0.0710489,-0.0294313
-0.0199937,-0.0100689,-0.0194358,-0.022532,-0.0181809,-0.0656915,-0.0341809,-0.0607782,-0.0250739,-0.0321745,-0.0280958,-0.0197721,-0.0099426,-0.0196793,-0.0216711,-0.020331,-0.069583,-0.0468367,-0.0350245,-0.0231896,-0.0426693,-0.0196852,-0.0076971,-0.007951,-0.0079105,-0.0285002,-0.033277,-0.1787442,-0.0693783,-0.0594192,-0.0384206,-0.0817803,-0.023604,-0.0067059,-0.0055738,-0.006914,-0.0262162,-0.0263594,-0.2362046,-0.0657096,-0.0303804,-0.0275401,-0.0671654,-0.0273283
-0.025863,-0.0115406,-0.025935,-0.0234878,-0.0183226,-0.0637522,-0.0430389,-0.0321181,-0.0138139,-0.054608,-0.0200365,-0.0254529,-0.0104123,-0.0255125,-0.0148741,-0.0168646,-0.0585628,-0.0458513,-0.0239553,-0.0155518,-0.049325,-0.0162038,-0.0069702,-0.0053373,-0.007284,-0.0145574,-0.0273949,-0.1284648,-0.0685392,-0.0298907,-0.0298772,-0.0514678,-0.0326499,-0.0064745,-0.0047407,-0.0066992,-0.0272258,-0.031863,-0.1472152,-0.0699984,-0.0194321,-0.0281351,-0.0715129,-0.0330832
-0.0015594,-0.0005798,-0.0019651,-0.0013003,-0.0009249,-0.0070972,0.0038553,-0.0081256,-0.0016095,0.0014149,-0.0016486,-0.0020531,-0.0010326,-0.0020799,-0.0016259,-0.0016368,-0.0084917,0.0015988,-0.0087815,-0.001495,0.0015972,-0.0014921,-0.0054794,-0.0037388,-0.005425,-0.0324541,-0.0446104,-0.1564483,-0.1243409,-0.0459131,-0.0389258,-0.0869165,-0.0382486,-0.0056207,-0.0036328,-0.0056275,-0.0237148,-0.0252054,-0.2256268,-0.0919913,-0.0590635,-0.0290538,-0.0921497,-0.0281968
-0.0013458,-0.0004404,-0.0015236,-0.0016544,-0.0006611,-0.0082961,-0.0023309,-0.0064946,-7.7e-06,-0.0007,-0.0004033,-0.0011177,-0.0007237,-0.0018852,-0.0014143,0.0003182,-0.0095762,-0.0064007,-0.0051191,-0.0004402,0.0024294,-0.0017765,-0.0060384,-0.0040881,-0.0055916,-0.0493158,-0.0338051,-0.1561162,-0.1080611,-0.0437196,-0.0286989,-0.1046782,-0.0352049,-0.006233,-0.0038855,-0.0060346,-0.0307482,-0.0276421,-0.2268017,-0.1007266,-0.058981,-0.0208905,-0.0916059,-0.0238389
-0.0015663,-0.0008572,-0.0015889,-0.0010358,-0.0017532,-0.0060929,-0.0039254,-0.0051802,-0.0014902,-0.0048907,-0.0016299,-0.0011921,-0.0003647,-0.0013554,-0.0009199,-0.0006408,-0.0063575,3.97e-05,-0.0017132,-0.0009181,-0.0005564,-0.0006307,-0.0059726,-0.0039202,-0.0058524,-0.0324057,-0.0215545,-0.1103189,-0.0601288,-0.0351892,-0.0301067,-0.0591678,-0.0237187,-0.0060186,-0.0036112,-0.0058689,-0.0261905,-0.0290027,-0.1587156,-0.081105,-0.0138109,-0.026138,-0.0800348,-0.0290016
