y_socm_A1_par_p_y:z,y_socm_A1_par_p_y:x,y_socm_A1_par_p_z:x,y_socm_A1_par_d_xy:yz,y_socm_A1_par_d_xy:xz,y_socm_A1_par_d_xy:x2-y2,y_socm_A1_par_d_yz:z2-r2,y_socm_A1_par_d_yz:xz,y_socm_A1_par_d_yz:x2-y2,y_socm_A1_par_d_z2-r2:xz,y_socm_A1_par_d_xz:x2-y2,y_socm_A1_perp_p_y:z,y_socm_A1_perp_p_y:x,y_socm_A1_perp_p_z:x,y_socm_A1_perp_d_xy:yz,y_socm_A1_perp_d_xy:xz,y_socm_A1_perp_d_xy:x2-y2,y_socm_A1_perp_d_yz:z2-r2,y_socm_A1_perp_d_yz:xz,y_socm_A1_perp_d_yz:x2-y2,y_socm_A1_perp_d_z2-r2:xz,y_socm_A1_perp_d_xz:x2-y2,y_socm_A2_par_p_y:z,y_socm_A2_par_p_y:x,y_socm_A2_par_p_z:x,y_socm_A2_par_d_xy:yz,y_socm_A2_par_d_xy:xz,y_socm_A2_par_d_xy:x2-y2,y_socm_A2_par_d_yz:z2-r2,y_socm_A2_par_d_yz:xz,y_socm_A2_par_d_yz:x2-y2,y_socm_A2_par_d_z2-r2:xz,y_socm_A2_par_d_xz:x2-y2,y_socm_A2_perp_p_y:z,y_socm_A2_perp_p_y:x,y_socm_A2_perp_p_z:x,y_socm_A2_perp_d_xy:yz,y_socm_A2_perp_d_xy:xz,y_socm_A2_perp_d_xy:x2-y2,y_socm_A2_perp_d_yz:z2-r2,y_socm_A2_perp_d_yz:xz,y_socm_A2_perp_d_yz:x2-y2,y_socm_A2_perp_d_z2-r2:xz,y_socm_A2_perp_d_xz:x2-y2
-0.0204526,-0.0101765,-0.0198115,-0.0185386,-0.0161022,-0.0638697,-0.0439944,-0.0334107,-0.016949,-0.0578358,-0.0210427,-0.0197196,-0.0072758,-0.0188296,-0.0154661,-0.0143507,-0.0574429,-0.0498709,-0.0170926,-0.0155381,-0.0506588,-0.0150734,-0.007762,-0.0061799,-0.0078917,-0.0294969,-0.0237738,-0.1179496,-0.0616789,-0.0373847,-0.0224429,-0.0518046,-0.0126646,-0.0067633,-0.0044829,-0.006538,-0.0245315,-0.0263163,-0.1511451,-0.0582027,-0.0121489,-0.026389,-0.0593905,-0.0257651
-0.0013367,-0.0003669,-0.0018022,-0.0010598,-0.0009803,-0.0074041,0.0027745,-0.0080747,-0.0019376,0.0038583,-0.0022782,-0.0014709,-0.0007668,-0.0019222,-0.0015554,-0.0009614,-0.0100121,-0.0007554,-0.0063684,-0.0013667,0.0033437,-0.0016999,-0.0058153,-0.0039927,-0.0057795,-0.0321816,-0.0336094,-0.1648009,-0.1160602,-0.0407845,-0.0353274,-0.1063421,-0.0313918,-0.0059862,-0.0037778,-0.0059473,-0.0299122,-0.0269672,-0.2280245,-0.0919391,-0.0601649,-0.0242373,-0.0964836,-0.0262372
-0.0015411,-0.0010675,-0.0019711,-0.0018926,0.0001745,-0.0072731,0.0013417,-0.0057593,-0.0011974,-0.0088005,-0.0030836,-0.0013801,-0.000486,-0.0012193,-0.0004586,-0.0002185,-0.0066477,0.0009283,-0.002065,-0.0005393,0.0010683,-0.000362,-0.0075203,-0.005194,-0.0070352,-0.0288068,-0.0341708,-0.1156067,-0.0779868,-0.0349096,-0.0260017,-0.0377804,-0.0100425,-0.0072782,-0.0047876,-0.0072801,-0.0302523,-0.0308812,-0.1386793,-0.0809357,-0.0148868,-0.0304213,-0.0800073,-0.0310435
-0.0208452,-0.0103931,-0.0213511,-0.0270279,-0.0290216,-0.0699504,-0.0325986,-0.0634533,-0.0248642,-0.0241219,-0.0238863,-0.0213285,-0.0104476,-0.0214388,-0.0257113,-0.0270045,-0.0688802,-0.047775,-0.0524213,-0.0262448,-0.045093,-0.0263035,-0.0077959,-0.0080501,-0.0076298,-0.031434,-0.0310284,-0.1748221,-0.0868514,-0.055235,-0.0263612,-0.0922914,-0.0321752,-0.0066565,-0.0067744,-0.0064748,-0.0307407,-0.0312171,-0.2270788,-0.0640015,-0.0425979,-0.0302963,-0.0687853,-0.0313455
-0.0212452,-0.0125124,-0.0212631,-0.0172551,-0.0156016,-0.0591341,-0.0450328,-0.0387959,-0.0196124,-0.0459368,-0.0192044,-0.0201831,-0.0083227,-0.0202402,-0.013598,-0.0138901,-0.0613142,-0.0468984,-0.0162964,-0.0134408,-0.0466569,-0.0138602,-0.0085743,-0.0080983,-0.0086858,-0.0220645,-0.0264094,-0.114432,-0.0507437,-0.0434202,-0.0167349,-0.0491795,-0.0196857,-0.0072942,-0.0057072,-0.0073859,-0.0263366,-0.0251027,-0.159227,-0.0559756,-0.0116622,-0.0262981,-0.0551285,-0.0250705
-0.0243605,-0.0108722,-0.0252797,-0.0138898,-0.0257706,-0.0658336,-0.0530969,-0.0375501,-0.0249725,-0.0428533,-0.0177123,-0.0235117,-0.0098394,-0.0251152,-0.0180363,-0.0167727,-0.058533,-0.0457319,-0.0270027,-0.0153985,-0.0508904,-0.0167487,-0.0074389,-0.0060581,-0.0069841,-0.0272462,-0.02334,-0.1287366,-0.0467785,-0.0339328,-0.0164365,-0.0708751,-0.0276495,-0.0066044,-0.0052443,-0.0062195,-0.0275492,-0.0349678,-0.145423,-0.0679079,-0.0199029,-0.0281854,-0.0642549,-0.0361737
-0.003723,-0.0012496,-0.002927,-0.0028555,-0.0022136,-0.0064383,0.0107626,-0.0135146,-0.0016359,0.0035917,-0.0020272,-0.0037838,-0.0011101,-0.0030586,-0.0017128,-0.0022249,-0.0084846,0.0096931,-0.0011922,-0.0013997,0.0043574,-0.0015899,-0.0072717,-0.0061459,-0.0069842,-0.0302634,-0.0285201,-0.1758028,-0.1203822,-0.0427324,-0.0329738,-0.1006705,-0.024664,-0.0071733,-0.0035869,-0.0068218,-0.0173057,-0.0165051,-0.2122926,-0.1185801,-0.0177997,-0.0332305,-0.1016592,-0.033513
-0.0016979,-0.000597,-0.0020694,0.0004957,-0.001968,-0.0080149,-0.0028772,-0.0059006,-0.0008785,0.0014626,1.72e-05,-0.0019248,-0.000803,-0.0021671,-0.0001958,-0.0012802,-0.0097463,0.0018323,-0.0037113,-0.0013499,0.0020465,-0.0007529,-0.0056206,-0.0042561,-0.0058493,-0.0377578,-0.0451182,-0.1480922,-0.0961865,-0.0435402,-0.0349888,-0.1127445,-0.0277089,-0.0058489,-0.0038232,-0.0057705,-0.034426,-0.0247467,-0.2130107,-0.0877212,-0.0505013,-0.0270953,-0.1033919,-0.0349955
-0.0285816,-0.0132137,-0.0291313,-0.018751,-0.021007,-0.0658662,-0.0463069,-0.0364964,-0.0168979,-0.0440429,-0.0169718,-0.0278311,-0.0117457,-0.0290527,-0.0148375,-0.0146058,-0.0603654,-0.0422271,-0.0275324,-0.0147394,-0.04497,-0.0141568,-0.0080102,-0.0073992,-0.0076184,-0.0194805,-0.0184542,-0.1205704,-0.053216,-0.0389877,-0.0242599,-0.0597158,-0.0255544,-0.0069423,-0.0068342,-0.0065028,-0.0316367,-0.0360595,-0.1519227,-0.0657467,-0.0236878,-0.0312441,-0.063844,-0.0366619
-0.0293604,-0.0106096,-0.0307125,-0.0222056,-0.0271156,-0.0633215,-0.0371147,-0.0455378,-0.0190271,-0.0411785,-0.020233,-0.0293077,-0.0102108,-0.0304714,-0.0194784,-0.0217626,-0.0680468,-0.0442698,-0.0282772,-0.0188302,-0.0455277,-0.0208215,-0.0056477,-0.0047268,-0.0052693,-0.0321726,-0.0279158,-0.1835243,-0.0909332,-0.0512482,-0.0333281,-0.0754685,-0.0338739,-0.0051395,-0.0035634,-0.0048489,-0.02909,-0.0275389,-0.2370971,-0.0767853,-0.0277679,-0.0258673,-0.0780174,-0.0270834
-0.0184119,-0.0081956,-0.018042,-0.0205136,-0.0194632,-0.0693481,-0.0429959,-0.0528145,-0.0254801,-0.0383954,-0.0276367,-0.0175198,-0.0054431,-0.0174805,-0.0187278,-0.0184761,-0.0791117,-0.0495042,-0.0151679,-0.0184985,-0.0475507,-0.0186567,-0.0060598,-0.0053403,-0.0061584,-0.0371508,-0.0354353,-0.17781,-0.0626378,-0.0619871,-0.032092,-0.0757493,-0.0284356,-0.0053353,-0.0028981,-0.0054047,-0.0241684,-0.0241978,-0.2278165,-0.0740671,-0.0117239,-0.0239802,-0.0760687,-0.0241272
-0.0222086,-0.0094798,-0.0220538,-0.0192431,-0.01813,-0.0672403,-0.0415941,-0.0503879,-0.0258619,-0.0404896,-0.0258448,-0.0219371,-0.0084834,-0.021732,-0.0220532,-0.0197463,-0.0743297,-0.0438856,-0.0338811,-0.0192866,-0.0445995,-0.0188031,-0.0059795,-0.0053641,-0.0060437,-0.035988,-0.0371834,-0.1808431,-0.0668476,-0.0612499,-0.0295151,-0.0698101,-0.0287608,-0.0056846,-0.0042424,-0.0057701,-0.0324922,-0.031694,-0.2196102,-0.0691483,-0.0390547,-0.0267413,-0.0710751,-0.0272533
-0.0231596,-0.0148408,-0.0236116,-0.015287,-0.0217581,-0.0719586,-0.0629883,-0.0355443,-0.0268741,-0.0420705,-0.0159797,-0.0238231,-0.0153923,-0.0239532,-0.0169148,-0.0166386,-0.0630184,-0.0438466,-0.0359707,-0.0177183,-0.0450458,-0.0178185,-0.0097255,-0.0084543,-0.0091235,-0.0311412,-0.0164382,-0.1258225,-0.0526402,-0.0343344,-0.0105218,-0.0642936,-0.0295555,-0.0085199,-0.0084661,-0.0082397,-0.0356144,-0.0373428,-0.1488907,-0.0721758,-0.0255647,-0.0360439,-0.0711562,-0.0366176
-0.0037104,-0.0012503,-0.0029441,-0.0028457,-0.0022613,-0.0064332,0.0105705,-0.0134974,-0.0016429,0.0038164,-0.0019779,-0.0037857,-0.0011105,-0.0030597,-0.001713,-0.0022246,-0.0084837,0.0096981,-0.0011921,-0.0014001,0.0043556,-0.0015907,-0.0072597,-0.0061397,-0.0069927,-0.0306313,-0.0279011,-0.1756864,-0.120001,-0.0426969,-0.0330576,-0.1012062,-0.024953,-0.0071712,-0.0035854,-0.0068197,-0.0173036,-0.0165079,-0.2123001,-0.1186058,-0.0177992,-0.033237,-0.1016587,-0.0335135
-0.0238659,-0.0093598,-0.0247277,-0.0285025,-0.0190315,-0.0639015,-0.0542024,-0.0352758,-0.0140684,-0.0555611,-0.0222875,-0.0235154,-0.0097089,-0.0253131,-0.0168196,-0.0171883,-0.0571778,-0.0582647,-0.0263221,-0.0164485,-0.0600984,-0.0167781,-0.0056637,-0.0049858,-0.005698,-0.0135545,-0.0253256,-0.1256537,-0.0554437,-0.0353272,-0.0340062,-0.0643925,-0.0305706,-0.0051595,-0.0041523,-0.0046718,-0.0325169,-0.0382134,-0.1204165,-0.0582793,-0.0278,-0.0355371,-0.0592811,-0.0378965
-0.0014587,-0.0005389,-0.001712,-0.0016362,-0.0013551,-0.007125,0.0038851,-0.0080939,-0.0013162,0.0011602,-0.0014014,-0.0017119,-0.0004421,-0.0017536,-0.0015783,-0.0016051,-0.0096741,0.0036094,-0.0029679,-0.0016267,0.003061,-0.0015407,-0.0053602,-0.0035472,-0.0052843,-0.0341442,-0.0439035,-0.1557189,-0.1203902,-0.0458689,-0.039451,-0.0913338,-0.0378874,-0.0053023,-0.0029681,-0.0053096,-0.0266692,-0.0259275,-0.2435207,-0.1020391,-0.0262072,-0.0258528,-0.0990151,-0.0261535
-0.0240059,-0.0137258,-0.0225475,-0.0206895,-0.0200863,-0.065031,-0.0419415,-0.051404,-0.0211268,-0.0453038,-0.0249147,-0.0248396,-0.0143202,-0.0227594,-0.0185664,-0.019962,-0.0717124,-0.0311468,-0.0424494,-0.0217676,-0.0594193,-0.0178496,-0.0074199,-0.0071362,-0.0069785,-0.0497601,-0.0334788,-0.1493432,-0.0697831,-0.0606826,-0.0310734,-0.0754626,-0.0370588,-0.0074662,-0.006924,-0.0073403,-0.0170208,-0.0324253,-0.2137309,-0.0796745,-0.0629035,-0.0362339,-0.0896254,-0.0227768
-0.023558,-0.0141609,-0.0229481,-0.0246321,-0.0147012,-0.074009,-0.0426529,-0.0389413,-0.0173075,-0.0542016,-0.0249275,-0.0240045,-0.0147716,-0.0240352,-0.0177477,-0.0174055,-0.0638131,-0.0429358,-0.0379045,-0.0173958,-0.0436311,-0.0177218,-0.0095538,-0.0086743,-0.0099192,-0.0175845,-0.033366,-0.1228235,-0.0611887,-0.0374297,-0.0304275,-0.0507175,-0.0121277,-0.0085358,-0.0090345,-0.0082632,-0.038291,-0.0389627,-0.1478304,-0.0658164,-0.029659,-0.0387627,-0.064905,-0.0391936
-0.0017904,-0.0005428,-0.0017657,-0.0003946,-0.0003399,-0.0079567,0.0006652,-0.006356,-0.0018544,0.0005308,-0.0019,-0.0020268,-0.0004634,-0.0020355,-0.0014122,-0.0014088,-0.0092074,0.0036571,-0.0022684,-0.0015139,0.003273,-0.0012835,-0.0053824,-0.0036553,-0.0053855,-0.0355429,-0.0372564,-0.15707,-0.0982606,-0.0458613,-0.0366095,-0.098864,-0.0353637,-0.0053415,-0.0031335,-0.0053535,-0.0285031,-0.0298039,-0.2243248,-0.0976391,-0.0354214,-0.0295775,-0.0955292,-0.0293625
-0.0158467,-0.01047,-0.0164576,-0.0197031,-0.0151117,-0.0644878,-0.0533168,-0.0359767,-0.0201454,-0.04786,-0.0202185,-0.0155529,-0.0094738,-0.0160586,-0.0155359,-0.0134098,-0.0618448,-0.0551789,-0.0209044,-0.0127045,-0.0470845,-0.0159877,-0.0091153,-0.0079476,-0.0091588,-0.0198414,-0.0266101,-0.1187868,-0.0601491,-0.0346021,-0.0168815,-0.0524198,-0.0220916,-0.0079813,-0.0062241,-0.0078342,-0.0297023,-0.0222335,-0.142619,-0.0725854,-0.018308,-0.0262402,-0.0610867,-0.0261513
-0.0012559,-0.0005602,-0.0014114,-0.0021099,-0.0003928,-0.0061009,-0.0006398,-0.0050287,-0.0012098,-0.0093117,-0.0028124,-0.0011723,-0.0003747,-0.0013572,-0.0011234,-0.0006901,-0.0058974,-0.0005142,-0.0018208,-0.0009388,-0.0014709,-0.0008115,-0.0053941,-0.0033979,-0.0050037,-0.025986,-0.0359421,-0.112788,-0.0763161,-0.0328585,-0.026776,-0.052484,-0.0195458,-0.0053517,-0.0031458,-0.0051319,-0.0269449,-0.0304154,-0.1490896,-0.0817115,-0.0146088,-0.0268077,-0.0794602,-0.0305579
-0.0017469,-0.0007714,-0.001674,-0.0010237,-0.0024734,-0.0065365,-0.0045121,-0.0025436,-0.0017023,-0.0007483,-0.0001499,-0.0013876,-0.0004381,-0.0016323,-0.0009007,-0.0003073,-0.0057769,-0.0015238,-0.0016176,-0.0006957,-0.0011318,-0.0002801,-0.0058029,-0.0038674,-0.0059894,-0.0266495,-0.0292791,-0.1272683,-0.0572377,-0.0319283,-0.0412617,-0.0833776,-0.0283609,-0.0059863,-0.0036845,-0.0059382,-0.0284139,-0.0295362,-0.1402765,-0.0829222,-0.018668,-0.0295943,-0.0844051,-0.0278023
-0.0021214,-0.00094,-0.0023059,-0.0019948,-0.0011431,-0.0074826,0.0011995,-0.0076755,-0.0022277,0.0038732,-0.0014492,-0.0022752,-0.0010574,-0.0022953,-0.0018164,-0.0007803,-0.0081911,-0.0004365,-0.0025574,-0.0010589,0.0037846,-0.0016274,-0.0054812,-0.0039759,-0.0058046,-0.0325162,-0.0476133,-0.1568525,-0.1033974,-0.0457183,-0.0433676,-0.1059366,-0.0362962,-0.0057736,-0.003495,-0.0058649,-0.0246909,-0.0280708,-0.2286184,-0.0974611,-0.0513049,-0.0347325,-0.1041817,-0.0300611
-0.0177744,-0.0074786,-0.0177444,-0.0223212,-0.022229,-0.0541363,-0.0528628,-0.0372736,-0.0178641,-0.0525023,-0.017691,-0.0169595,-0.0051036,-0.0170467,-0.0156472,-0.0157125,-0.0556676,-0.053888,-0.0131056,-0.0159572,-0.0541849,-0.0158473,-0.0062737,-0.0049861,-0.006289,-0.0171861,-0.01758,-0.1113782,-0.054552,-0.042282,-0.0300794,-0.0559967,-0.0298962,-0.0055011,-0.0032656,-0.0054732,-0.0225956,-0.0229272,-0.1595212,-0.0621406,-0.0061742,-0.0226712,-0.0620399,-0.0232322
-0.0220638,-0.0100148,-0.0207853,-0.024889,-0.0232753,-0.0753549,-0.0469237,-0.0417936,-0.0164266,-0.0487715,-0.0163053,-0.0214582,-0.0080529,-0.0196866,-0.0110936,-0.0198529,-0.0842201,-0.0520001,-0.0185953,-0.0188731,-0.0622063,-0.0092473,-0.0064479,-0.0054184,-0.006669,-0.0355361,-0.0312005,-0.1613435,-0.0622499,-0.0518781,-0.0278307,-0.0828239,-0.0424398,-0.0063083,-0.0042153,-0.0070779,-0.0164936,-0.0291337,-0.2221604,-0.0601462,-0.0365806,-0.0225936,-0.1060094,-0.0160624
-0.0013186,-0.0007475,-0.0018661,-0.002092,0.0005513,-0.0062769,-0.0007808,-0.00335,-0.0006727,-0.0090045,-0.0032155,-0.0012563,-0.0005665,-0.0017586,-0.0008226,-0.0001016,-0.0057476,-0.0010631,-0.0021126,-0.0004329,-0.0011302,-0.0002128,-0.0063431,-0.0042559,-0.0059542,-0.0236146,-0.0325694,-0.1176829,-0.0857589,-0.0261364,-0.0258059,-0.0473635,-0.0141615,-0.0063422,-0.0042035,-0.0060751,-0.0304479,-0.0342294,-0.1295655,-0.0848584,-0.0224262,-0.0300826,-0.0803264,-0.0347116
-0.02126,-0.0102524,-0.022059,-0.0158287,-0.0244666,-0.0614197,-0.055386,-0.0347337,-0.0199383,-0.0453113,-0.0158553,-0.0203943,-0.0090653,-0.0212533,-0.0128311,-0.0120195,-0.0628026,-0.0518693,-0.0210917,-0.0152649,-0.0537143,-0.0140401,-0.0081993,-0.0060649,-0.0077579,-0.0234432,-0.0144152,-0.1218394,-0.0490115,-0.0341689,-0.0265666,-0.0611025,-0.026782,-0.0071943,-0.0050286,-0.0069354,-0.0248874,-0.02968,-0.1380992,-0.0660461,-0.0224226,-0.0250937,-0.0672733,-0.0305743
-0.0021185,-0.0005402,-0.0017747,-0.0011819,-0.001269,-0.0069792,0.001183,-0.008398,-0.0014748,-0.0013876,-0.002887,-0.0021358,-0.0004221,-0.0021128,-0.001627,-0.0014543,-0.0093093,0.0039204,-0.0019884,-0.0015934,0.0039182,-0.001331,-0.0054514,-0.0038659,-0.0052646,-0.0383101,-0.0317726,-0.1533406,-0.0813487,-0.0454041,-0.0392276,-0.1043326,-0.0364376,-0.0054732,-0.0031034,-0.005441,-0.0227811,-0.0268338,-0.2332528,-0.0938894,-0.0218511,-0.0253994,-0.1029552,-0.0265877
-0.0205753,-0.0131373,-0.0214347,-0.0234015,-0.0202696,-0.0705971,-0.053306,-0.0369358,-0.0182929,-0.0480344,-0.0186719,-0.0208759,-0.013225,-0.02176,-0.0168966,-0.0173406,-0.0607045,-0.0491895,-0.0361546,-0.0177058,-0.0462139,-0.0175153,-0.0093289,-0.0084688,-0.0089038,-0.0190525,-0.019986,-0.1314151,-0.059432,-0.0316899,-0.0249618,-0.0561067,-0.0267526,-0.0078825,-0.0083154,-0.0075593,-0.037202,-0.030677,-0.1509184,-0.0723801,-0.0229533,-0.0347598,-0.0659476,-0.0322921
-0.0243418,-0.0126237,-0.023582,-0.0228371,-0.0194726,-0.061665,-0.0363949,-0.0532277,-0.0232269,-0.034353,-0.0231377,-0.0242217,-0.0127815,-0.0236661,-0.021646,-0.0202117,-0.0640342,-0.0433558,-0.0377092,-0.021656,-0.0424384,-0.0214479,-0.0070099,-0.0069627,-0.007391,-0.0286407,-0.0338738,-0.1877686,-0.0740108,-0.0548207,-0.0316356,-0.0778129,-0.031394,-0.0064145,-0.0057443,-0.0066826,-0.0274322,-0.027218,-0.2397824,-0.0691981,-0.0323851,-0.028319,-0.0681512,-0.0270386
-0.0019337,-0.0005638,-0.002402,-0.0016925,-0.0030211,-0.0076137,0.0009019,-0.0058467,-0.0003119,-0.0016032,-0.0003852,-0.0020937,-0.000628,-0.0024137,-0.0012562,-0.0018486,-0.0087804,-0.0004493,-0.0012078,-0.0009931,-0.0002356,-0.0019661,-0.0049433,-0.0032472,-0.0048953,-0.0341134,-0.0343314,-0.1624362,-0.1188221,-0.0401898,-0.0381027,-0.1079235,-0.0382349,-0.0047649,-0.0027249,-0.0046162,-0.0343139,-0.0284217,-0.2222156,-0.0943354,-0.0448209,-0.0287006,-0.0943896,-0.0370428
-0.0020714,-0.0010552,-0.001398,-0.000757,-0.0023841,-0.0067906,-0.0084529,-0.0060822,-0.0020505,0.0013795,-0.0008093,-0.0012318,-0.0003524,-0.0013186,-0.0006396,-0.000679,-0.0066503,0.0005508,-0.0012549,-0.0004923,0.0005176,-0.0007041,-0.0068458,-0.0051586,-0.0072851,-0.0292874,-0.0165111,-0.1120146,-0.0362898,-0.0359391,-0.0233449,-0.0812909,-0.0291393,-0.0070631,-0.0045703,-0.0070731,-0.0279714,-0.0276665,-0.1465735,-0.0812333,-0.0113582,-0.0275226,-0.0808011,-0.0276146
-0.0262072,-0.0107339,-0.0250776,-0.016559,-0.0179855,-0.0735947,-0.0456063,-0.039604,-0.0219817,-0.0440734,-0.0234824,-0.0254128,-0.0090613,-0.0250082,-0.0161523,-0.0195057,-0.0760801,-0.0454991,-0.0176975,-0.018775,-0.0521161,-0.0163542,-0.0061589,-0.0046525,-0.0063299,-0.0409649,-0.0365077,-0.1588977,-0.0655148,-0.0516551,-0.0303129,-0.0952317,-0.0355268,-0.0059139,-0.003597,-0.006017,-0.0280709,-0.0250633,-0.2159427,-0.0777225,-0.043293,-0.0214989,-0.0781154,-0.0282009
-0.0020621,-0.0008605,-0.0021263,-0.0039182,-0.0013093,-0.0081289,0.0005856,-0.0095084,-0.0012196,0.0038361,-0.0009428,-0.0020825,-0.0010353,-0.0023406,-0.0016405,-0.0004488,-0.009684,-0.0007196,-0.0027975,-0.0005624,0.0066577,-0.0016007,-0.0066854,-0.0050639,-0.0067572,-0.0293409,-0.0387409,-0.1663038,-0.1037006,-0.0474474,-0.0333789,-0.1067145,-0.0378718,-0.0069708,-0.004011,-0.0069717,-0.0235634,-0.029207,-0.223177,-0.1030031,-0.0408418,-0.0300347,-0.1132321,-0.03065
-0.0284506,-0.016673,-0.0292589,-0.0257342,-0.0247156,-0.0711325,-0.0263969,-0.0575288,-0.0226618,-0.0176531,-0.0227681,-0.0291048,-0.0167617,-0.0292749,-0.0245259,-0.0243348,-0.0725134,-0.0418897,-0.0507245,-0.0238339,-0.0384613,-0.0243664,-0.0095117,-0.0090504,-0.0094058,-0.0308377,-0.0350963,-0.1751636,-0.0977498,-0.0525774,-0.0284225,-0.106249,-0.0312091,-0.0082002,-0.0080985,-0.0080775,-0.0320306,-0.0325139,-0.2298753,-0.0697545,-0.0428142,-0.0303928,-0.073464,-0.0299914
-0.0016293,-0.000596,-0.001558,-0.0001102,-0.000927,-0.0079498,0.0008563,-0.0053087,-0.0012507,-0.0035042,-0.0003922,-0.0019977,-0.0005691,-0.001972,-0.0011283,-0.0015295,-0.009538,0.0033717,-0.0021271,-0.0013023,0.0003742,-0.0010869,-0.0054881,-0.0037108,-0.0055041,-0.0298994,-0.0450141,-0.1547653,-0.1031113,-0.0428449,-0.0372338,-0.1030835,-0.0350778,-0.0055406,-0.0033443,-0.0052675,-0.0361248,-0.0272494,-0.2107921,-0.0955689,-0.0521534,-0.0268233,-0.0859755,-0.0363198
-0.0030749,-0.0012933,-0.002812,0.0002246,-0.001659,-0.0062919,0.0031348,-0.0094194,-0.002805,0.0010418,-0.0027682,-0.00323,-0.0012291,-0.0028504,0.000264,-0.0020856,-0.0086647,0.0097817,-0.0023475,-0.0009138,-0.0007491,-0.0017293,-0.0067425,-0.0052228,-0.007156,-0.0359888,-0.0263642,-0.1547143,-0.1072571,-0.0463969,-0.0339834,-0.0942336,-0.0418564,-0.006917,-0.0041317,-0.0073289,-0.0229322,-0.0140242,-0.2000207,-0.1228686,-0.0349491,-0.0389645,-0.0975077,-0.0415097
-0.003111,-0.0009812,-0.0021699,-0.0018846,-0.0014429,-0.0072255,0.0052569,-0.0096763,-0.0020013,0.0035885,-0.002209,-0.0031695,-0.0011745,-0.0027573,-0.0018293,-0.001764,-0.0080704,0.0057289,-0.0020378,-0.0017287,0.0030563,-0.0018423,-0.0063228,-0.0044297,-0.0061149,-0.0339512,-0.0339399,-0.1612995,-0.1025916,-0.0441848,-0.0404125,-0.1250711,-0.0352032,-0.0061532,-0.0032201,-0.0059809,-0.0254352,-0.026226,-0.251269,-0.1084826,-0.020178,-0.0268078,-0.1015107,-0.0261846
-0.0027967,-0.0008392,-0.0019357,-0.0018377,-0.001481,-0.0071796,0.0049005,-0.009885,-0.002224,0.0034972,-0.0023404,-0.002852,-0.0010374,-0.0024969,-0.0018799,-0.0018016,-0.0080796,0.00549,-0.0019239,-0.0018287,0.0030219,-0.0018593,-0.0059867,-0.0041365,-0.0057956,-0.0353785,-0.0330529,-0.1609173,-0.1007627,-0.0440204,-0.0400845,-0.1267895,-0.0353566,-0.0058217,-0.0029762,-0.005672,-0.0253941,-0.0262594,-0.2515389,-0.1074739,-0.0200537,-0.0266352,-0.1020139,-0.0262775
-0.0265688,-0.0148047,-0.0268457,-0.028239,-0.0288923,-0.0716898,-0.0284144,-0.0590903,-0.0229831,-0.023187,-0.022196,-0.0268196,-0.0149454,-0.0269597,-0.025314,-0.0252263,-0.0718079,-0.0435984,-0.0504044,-0.0243654,-0.0401585,-0.024869,-0.0089736,-0.0085192,-0.0088612,-0.0286884,-0.0284599,-0.1834683,-0.0927404,-0.0521123,-0.0280551,-0.0977205,-0.032885,-0.0077076,-0.0073864,-0.0075799,-0.0316691,-0.0319751,-0.2317937,-0.069061,-0.0416759,-0.0306411,-0.073187,-0.030626
-0.0274713,-0.0101669,-0.0273529,-0.021862,-0.0198874,-0.0649167,-0.0453025,-0.0474668,-0.0204372,-0.0388205,-0.0245539,-0.0270456,-0.0093429,-0.0274971,-0.0209042,-0.0200483,-0.0707084,-0.044514,-0.0311708,-0.0186169,-0.0465149,-0.0191524,-0.0056029,-0.0048133,-0.0057759,-0.0353082,-0.0342349,-0.1772888,-0.0611249,-0.0591793,-0.0356135,-0.087241,-0.0311354,-0.0053896,-0.0038042,-0.0053721,-0.0323335,-0.0310641,-0.2256438,-0.0736806,-0.0356253,-0.0275333,-0.0736899,-0.0279879
-0.0241407,-0.0101922,-0.0253287,-0.0183976,-0.0225202,-0.0634004,-0.050176,-0.0460051,-0.0248052,-0.0501533,-0.0192901,-0.0246525,-0.0106881,-0.025005,-0.0168517,-0.0171834,-0.0780738,-0.0645202,-0.0327377,-0.0182612,-0.0520662,-0.0176128,-0.0063343,-0.0059025,-0.0065754,-0.0266335,-0.0369002,-0.1571935,-0.0691724,-0.0573001,-0.0345432,-0.071726,-0.0299631,-0.0062595,-0.0049553,-0.0067417,-0.0182698,-0.0199489,-0.220735,-0.059283,-0.0468238,-0.0253755,-0.085396,-0.0270473
-0.0016737,-0.00132,-0.0024968,-0.000231,-0.0037021,-0.0084758,-0.0109649,-0.0054398,-0.0040826,0.0017395,0.0001754,-0.0020878,-0.0014747,-0.0025034,-0.0002217,-3.71e-05,-0.006156,0.0027144,-0.0064864,-0.0004617,0.0013574,0.0001181,-0.0079393,-0.0060416,-0.0088972,-0.0343296,-0.0118535,-0.1288635,-0.046027,-0.0282328,-0.0113059,-0.0798948,-0.0378112,-0.0084123,-0.0061793,-0.0083141,-0.0383697,-0.0446291,-0.1194458,-0.0890782,-0.0264675,-0.038049,-0.0868721,-0.0433927
